title,description,datePublished,citation,keywords,license,funder,geographicDescription,northBoundCoord,eastBoundCoord,southBoundCoord,westBoundCoord,wktString,startDate,endDate
ACCE DTP: NEON User Guide to Woody Plant Vegetation Structure (NEON.DP1.10098) and Non-herbaceous Perennial Vegetation Structure,"Structure measurements of individual woody and non-woody plants, mapped positions of qualifying woody and non-woody plants, and metadata required to draw inference from individual measurements at the plot scale.",01/15/2018,"National Ecological Observatory Network. 2020. Data Products: DP1.10098.001. Provisional data downloaded from http://data.neonscience.org on 2020-01-15. Battelle, Boulder, CO, USA","plants, shrubs, tree",CC-0,National Science Foundation,NEON Domain areas D01:D09,47.16582,-66.82463,17.95570,-99.11107,NA,2015-05-18,2018-11-16
